epoch,loss
228,3.5359702110290527
229,3.515376091003418
230,3.52046537399292
231,3.535943031311035
232,3.530505657196045
233,3.533745527267456
234,3.531589984893799
235,3.538209915161133
236,3.5299432277679443
237,3.5323078632354736
238,3.531045913696289
239,3.5250091552734375
240,3.5209474563598633
241,3.5076704025268555
242,3.5036981105804443
243,3.502504348754883
244,3.490205764770508
245,3.5021655559539795
246,3.498619318008423
247,3.545332908630371
248,3.5348784923553467
249,3.514178514480591
250,3.4951171875
251,3.5046796798706055
252,3.5137195587158203
253,3.4980084896087646
254,3.4911129474639893
255,3.490461587905884
256,3.4855058193206787
257,3.518533706665039
258,3.4985122680664062
259,3.4784107208251953
260,3.5015833377838135
261,3.4952664375305176
262,3.49063777923584
263,3.5051214694976807
264,3.4787747859954834
265,3.475179433822632
266,3.486553192138672
267,3.5172348022460938
268,3.51778507232666
269,3.4786598682403564
270,3.463510513305664
271,3.4616236686706543
272,3.4848670959472656
273,3.464358329772949
274,3.460407257080078
275,3.454794406890869
276,3.463428020477295
277,3.4529175758361816
278,3.4485297203063965
279,3.4608397483825684
280,3.4635586738586426
281,3.456137180328369
282,3.451688766479492
283,3.445970058441162
284,3.4681828022003174
285,3.447157621383667
286,3.432962417602539
287,3.430412769317627
288,3.4396109580993652
289,3.455028533935547
290,3.417051076889038
291,3.4282684326171875
292,3.445568323135376
293,3.438431978225708
294,3.451611042022705
295,3.4559457302093506
296,3.430757761001587
297,3.4465837478637695
298,3.444018602371216
299,3.4320082664489746
300,3.399627923965454
